Keyword,Song title,Artist,Release date,Page views,Lyrics
Ginobili,Bearshitpope,NAHreally,2019-08-20,NA,"yo Yoko Ono
Froyo cold, locally known
Okily dokily, Manu Ginobili
Cheesy ass heat on my disc like DiGiorno or"
Ginobili,Save The Day Remix,Rocky & Envy2y,,NA,"like Kobe or somethin'
Super clutch in the fourth like Ginobili or somethin'
You say you ballin' like you Jordan"
Ginobili,King Judah,DeLeon Rovon,2019-03-21,NA,know me but keep talking sideways son you'll be Ginobili get it bust shots at your snot box like
Ginobili,Friends,Mob27,2017-03-09,NA,"out my nigga Shinobi
Left handed shooters we ball like Ginóbili
24 bitches, they yellow, that’s Kobe
Mobbin’ with"
Ginobili,Ginobili,Mike Baggz,,NA,"me
I be on the block im shootin' shots like Ginobili
This is for my bitches one goes out to"
Ginobili,Pizza Glue,OFFSITE CORP.,2021-11-05,NA,"evento
Sentirme vacío, no lleno
Skills en la cancha like Ginóbili
Lo que me pasa no se me pasa ni"
Ginobili,Never Left,Mission,2020-11-27,NA,"with no floatie
I been truly sidesteppin' my opponent like Ginobili
It just back-and-back-and-backin', all that"
Ginobili,Hatin’ On Me(Ft lil king),BADMONEY,2021-08-31,NA,"Ayy)
I'm Shootin’ Like Kobe
It's your boi Ginóbili
You Don't Know Me(Yeah)
Your bitch Be"
Ginobili,THE WORLD IS YOURS,TDTSOSA,,NA,"hit the fade like I’m Kobe
Left hand like Ginobili
Heard that hoe wanna fuck me slowly
Like Tony"
Ginobili,Omerta,Gucciano Flavarotti,2015-03-10,NA,"in that work, put in that dirt, droppin' shots like Ginóbili
But I ball like I'm Kobe, fully loaded"
Ginobili,Shotta Flow (Remix),NLE Choppa & Blueface,2019-07-01,NA,"If he wanna run up on me, shoot him like Ginobili
And I'm with the shit, lil' homie, yeah"
Ginobili,Right Away,LA Higgz,2021-04-21,NA,"me (Drop)
I'm so finesse like my name is Ginobili (Swish)
I'm so fly that's why I"
Ginobili,Pop Smoke - Hello ft. A Boogie wit da Hoodie (Tradução em Português),Genius Brasil Traduções,2020-07-20,NA,"os manos me conhecem
Eu sou um garoto da Europa, Ginóbili
Eu gosto das minhas vadias morenas, bunda grande, Jell"
Ginobili,H8me (feat. Nazz Travagant),JuiseMoney,2020-10-09,NA,"feel like Kobe
Shoot my shot and make it like Ginobili
Gettin' money made me lose some homies
Hustler break"
Ginobili,Gwaup,Shadows xoxo,2021-02-18,NA,"Zack and Cody
Chasing a ring
Yeah I ball like Ginobili
She don’t eat meat
She want beans
I"
Ginobili,SUNSHINE,JONWOKHARDT,,NA,"that shit, then show me
Hoe, I ball just like  Ginobili
Wok cold as fuck, it's snowin'
Hol' on"
Ginobili,Cropped,Don Malibu,2019-12-21,NA,"you act nosy
Tryna step in euro like my name Ginobili
Now I'm on the road doing what I"
Ginobili,Time Pays,Luke Norris,2019-10-29,NA,"That's word to Walter White and Steph
I'm Ginobili with the left (yeah)
I make it sound so"
Ginobili,Extortion,Peewee Longway,,NA,"all in the Rollie, I'm balling on top like Ginobili
I'm getting money, I'm chosen
Gass, that"
Ginobili,Schroder,D-Starr,2019-07-22,NA,"24 karat like Kobe
From the south like I am Ginobili (Manu!)
Ain't broke bitch that's the old"
Ginobili,You Don’t Know Me,Joey Boof,2018-09-18,NA,"homies
But it ain't gon ever get old like Ginobili
I'm on the lakers I'm smoking on"
Ginobili,Keep It Up (Remix),PHresher,2018-05-29,NA,"niggas is cold as me (woo)
Skippy that lane like Ginóbili, haters still can’t get a hold of me"
Ginobili,From the Streets,Hoodrich Pablo Juan & Jose Guapo,2016-11-15,NA,"know
Real diamonds in the Rollie
Keep a shooter like Ginobili
I listened to what my OGs told me
Nigga"
Ginobili,Love My Trap,J Tallie,2016-05-26,NA,"m Kobe)
Ima ball until I'm bald just like Ginobili. ( Just like Ginobili)
Rubberband for them racks cause them"
Ginobili,Issues,N.O.R.E.,2016-12-30,NA,"a whole pea
Nigga violate?
Imma OD
Shooting forever like Ginobili
I don't believe nothing mother fuckers got to"
Ginobili,Batman and Robin,Lil Battle,2021-11-19,NA,"I feel like Kobe
I hit a Euro like Manu Ginóbili
You see me in person don’t act like"
Ginobili,Run To You,BigK The Don,2021-11-12,NA,"the blues, then I pass them off to you
Like Ginobili
Girl, you know me
I stay where the money"
Ginobili,Declined,Us3rn4mee,2021-09-11,NA,"to be a big rockstar
I’m boutta ball like Ginobili
You know me
I cannot be stopped
When I"
Ginobili,Local,17Azael,2021-09-08,NA,"got 20 on my back but nah, I ain't ginobili
I got 7 in my cup, pour another just"
Ginobili,Zombietown,NWG Suave,2021-07-01,NA,"the old me, old me
Snipers shooter nose long like Ginobili
They done turned me into the old me
They"
Ginobili,Beginnings,Shabibz,2021-05-26,NA,"I say you don't know me
Left hand up Ginobili
Chillin' by my lonely
She wanna' be saved but"
Ginobili,Philippe patek,Kid Filly,2021-05-28,NA,"Philippe Patek
Sueno picante like chillie
Me voy pa' USA, Ginobili
K-I-D, THEN FILLY
Soy el eleven del"
Ginobili,GANG,Yung Trashi,2021-03-10,NA,"you get knocked down
I'm shooting 3s just like Ginóbili
Look at this clown, yea he on lockdown
Right"
Ginobili,SPAZZIN,Yhg Classified,2020-10-26,NA,"your bitch like she owe me
I euro  a nigga Ginobili
Niggas acting like they phony
Trappers acting like they"
Ginobili,@Me,Kayo Man,2021-01-13,NA,"w a slow creep , bitch I got some shooters like Ginobili , bitch I was geeked of a perk and li"
Ginobili,Dirty Diary,Dirty Blonde,2021-01-01,NA,"nigga red like ketchup
Euro step on these niggas like Ginóbili
I love me a lil party girl
I need"
Ginobili,Down The Road (DTR),HYN JEFÉ,2020-11-26,NA,"H** Me
Pass Oso The Stick He Gone Shoot Like Ginobili
HYN JEFÉ
The N***** Be Cap , Fake , Bologna
He"
Ginobili,On Fleek,Shalco,2020-09-25,NA,"summer and I'm never gon' fall
Like Kobe and Ginobili bitch watch a nigga ball
Hit my line anytime"
Ginobili,My Own,Lil Ace 2GB,2020-12-01,NA,"t get no sleep
Shooting out the Kel-Tec, Manu Ginóbili
Got a zip, know you smell that, knowing that"
Ginobili,EASY (ft. Lil T),Cippy,2020-10-16,NA,"easy
Make it look
Make it look
Euro step like Ginobili
I got that right hand
Got left going down"
Ginobili,Lil Tracy - %%%% (ft. Lucki) (Traduction française),Genius Traductions Françaises,2017-07-31,NA,"connais
Besoin d'lean, démon propre, marque rapidement j'suis Ginobili
Quatre en plus, maux d'estomac, pas honte, peut"
Ginobili,I Guess,K.Q.,,NA,"gon try to control me
Then up and left like ginobili
She still gon sit in the nosebleeds
And try"
Ginobili,Touch & Decline,IShaan the Rit God,2020-07-25,NA,"dead heads in the Spur of the moment, like Manu Ginobili
I make this bitch log into SuckME.com
Haters"
Ginobili,El Chulo Papi,Shemar Childs,2020-06-26,NA,"the people that tell me they owe me
Lockdown like Ginobili while ballin like Kobe
Boy tell me he real"
Ginobili,Prolific Hussle (Nipsey Hussle Dedication),Dough the Freshkid,2020-06-10,NA,"60 like Kobe
Put a hole in ya head like Ginobili, and I’m an ‘80s baby
So you can"
Ginobili,The Greatest Story Ever Told,WhoSupe,2019-05-19,NA,"flash like Adobe (oh)
To pull up and shoot like Ginobili (aye)
That's what my young nigga told me"
Ginobili,All I Can Be,IShaan the Rit God,2016-03-20,NA,"a Xbox
Blow flames and put the heat out like Ginobili dunking on Chris Bosh
Me and L-O like"
Ginobili,Titanic,Chetta,2020-05-20,NA,"Smoke gary payton out the fonto
And my shooters on ginóbili
And my cup that kobe
I need 24 and"
Ginobili,Fake Friends,Lolli,2020-05-14,NA,"Ima make the men dribble dribble dribble dribble dribble like Ginóbili
Verse 2:
Stacking the bands up, you in the"
Ginobili,BIC,PayAttention,2020-05-08,NA,"kick
I just cannot control it
Pull it back like Ginóbili
Balling like I’m Kobe
We winnin’ I got"
Ginobili,Hold Up,Lil Uzi Vert ft. Lil Yachty,,NA,"pequeña zorra y hace como si me conociera
Crezco como Ginobili
La destrozo hasta que mi cadena se quede paralizada"
Ginobili,Problems,Prophet the artist,2019-06-15,NA,"just like tony
We had dreams of balling something like ginobili
Up by that corner we wasnt worried bout no"
Ginobili,​​​​​cigarrillodemandanga​​​​​,​wondereli & Morgue,,NA,"hability like tula trinity
Domino el juego como si fuera Ginóbili
Tiro 5 triples soy mejor que Koby
Negro mira"
Ginobili,Right Now,Jai Trent,2019-08-24,NA,m Kobe swerving in my car I call my foreign Ginóbili acting like they love me fake love is what
Ginobili,Mad Now,CKinz,2019-01-01,NA,"and find me
I be in the cut ballin' like Ginobili
I been out my mind bad lil bitch yeah"
Ginobili,No Hook!,"YRN Rari, Lil Banky, YRN Jay, Nikko Flex",2019-04-19,NA,"out the whip, no keys (No keys)
Step back like Ginobili
You know they can't even hold me
Middle"
Ginobili,Your Bitch,Kid (Canada),2019-09-08,NA,"get hit with this fucking stick
30 shots just like Ginobili
24 up in this clip nigga, Kobe
And I"
Ginobili,Blast4Me,MMG Rambo,,NA,"Split a nigga wig
And leave him bald just like Ginóbili
Only 16
But I can’t let a nigga"
Ginobili,MATRIX THOUGHTS,Rashidy,2019-10-10,NA,"AP mouf
I feel like a god
Balling everyday like ginobili
VERSE
Hennessy all in my cup hundred bands bad"
Ginobili,8:37 in Seattle,Chazz Splash,2018-10-10,NA,"is Kobe, (Splash)
Learned to euro-step watching Parker and Ginobili, (Splash)
I'm from Baltimore, ask some people and"
Ginobili,Dream Baby,TheRealZo,2019-07-18,NA,"03
I’m euro stepping over bullshit like a young Ginobili
I used to pop on niggas quick but man"
Ginobili,Zody,Kickboy Triple,2019-06-21,NA,"I'm ballin with a shooter got em shooting like Ginobili
Hook: TiaCorine
My pack is the loudest is smell"
Ginobili,Real Metal,Yvng Leaf,2019-02-04,NA,"I just feel like i'm chosen
I ball like Ginobili, where do I go
And now I feel like"
Ginobili,Internal,Alley Rocket,,NA,"4’s tucked like im Kobe
No switchin’ hands, no Ginobili
See I got game from the OG’s
They"
Ginobili,Zone,Twaxle,2019-03-22,NA,"m ballin hard, call me Kobe
Bitch, Left hand, Manu Ginóbili
(he stole that shit)
(He really stole that shit"
Ginobili,The Ice Way,JTĆ Mariø,2019-01-01,NA,"flow back
Photoshop just like Adobe
I got the 20, Ginobili
Pussy bald just like Kobe
Tryna get noticed like"
Ginobili,Pull It Pull Up,SBN3,,NA,"like homeless the old me
Came off the bench like Ginobili
Time had been rollin' no Rollie
Possession ain't"
Ginobili,2Lanturi,Iahim Loig,2018-09-22,NA,"D-aia beau gin cu toti nobilii si pasez ca Ginobili
Blunt-uri mari ca Moby Dick pana ajung mort"
Ginobili,Won’t Go (ft. Tubby),Fade (KY),2018-06-17,NA,"you owe me, hope you know me
Shoot shit like Ginobili
No, you can't roll me, you can't"
Ginobili,Pick a Side,BoogieLo,2018-07-06,NA,"know them you don’t know me
Manu flow like Ginobili
If I had a sweet tooth for the juice"
Ginobili,Drip,MattGotEm,2018-05-28,NA,"know me
I shoot my shot it go in like Ginobili
I’m smoking gas out the roof, do it"
Ginobili,I Was Never Trash,C. Venus,2018-04-01,NA,"guard it
The left hand of Harden, the right hand? Ginobili
I come from the jungle, Begira them and Mobley"
Ginobili,Player Hater,Heph.,,NA,"holy homie
I just skill the pot
Left handed
Like Ginobili homie
I just want the racks
I don't"
Ginobili,Shinji,Chizlonies the Lord,,NA,"Verse:
Real Gs move in silence like Shinobi, uh
Sneakers straight from Europe so I'm stepping like Ginobili, uh"
Ginobili,Açaí Berries,ByDezmond,2017-09-13,NA,"to war for this
Dezmond the hailed veteran
Age?
Manu Ginobili
Root in these blue and white lines
Red the"
Ginobili,Pain,Jay The Yungn,2017-12-31,NA,"over me
Caught two cases
I'm 2-0 like Ginobili
Nigga sit down
Have you a sofa seat
Cause"
Ginobili,Monster Freestyle,PnB Rock,,5294,"everybody joe me
Man i been balling, i feel like Ginobili
I think I'm Lebron, I Think I'm"
Ginobili,Axel Foley,D-Twist,,NA,"I'm Kobe shoot a n**** down like I'm Ginobili Breaking All the Rules like Axel Foley (x2)
AYE"
Ginobili,Airplanes freestyle,Poncho Blazin Atm,2016-06-29,NA,"forget about Lebron and Kobe, that's why you got Ginobili; and don't forget about “Mr. Blazin” Atm, at"
Ginobili,Ain’t Free,T-Shawn,2016-04-23,NA,"it cause it's only one kenoley
High stepping like ginobili, got me feeling like I'm
Obi wan kenobi"
Ginobili,Hoponnabeat,AVOIDJAYYY,2021-08-01,NA,"Breakin' ankles, feel like Kyrie
Now euro-step, feelin' like Ginobili
None of y'all niggas can do it like"
Ginobili,How It Feels (OG),UnoTheActivist,,NA,"to my woadie
And you know I'm ballin' like Ginobili
And the ass clappin' like she from Magnolia
And"
Ginobili,Crib In The Sky,NasOnTheTrack,2021-10-25,NA,"like Kobe
Glock on my left and I shoot like ginobili
I need a break I'm not talking bout"
Ginobili,Ginobili,Wiardon,,NA,"the denim only
I call my plug in San Antonio Ginobili
I just want the money, ain't gon' be"
Ginobili,UP!,Zivve,2021-10-29,NA,"like Kobe
Chasin' the bag, yeah I feel like I Ginobili
I jump inside of a brand new Ferrari
Said"
Ginobili,3 Point Shot,WLAB Young Ricks,2020-10-04,NA,"it like [?]
Making these buckets like Kobe
Management call me Ginóbili
Shooting these 3's like I'm Curry
Dribble"
Ginobili,Ey Flow,9Lucas,2021-09-05,NA,"If he wanna run up on me, shoot him like Ginobili
And I'm with the shit, lil' homie, yeah"
Ginobili,MY MIND,Jourdan Brothern,,NA,"my blicky, go right in the court and shoot like Ginóbili
That purple mixed with white (oh my), got 23"
Ginobili,Cold Summer,Jack Skyy,2021-09-16,NA,"lowkey
I just flipped the switch, now get rich, like Ginobili
Back to back yeah I ran the lap
Yeah"
Ginobili,Big 3,PP clique,,NA,"2 - Bomber Pao)
Noi siamo i Big 3 (3)
Duncan, Ginobili e Parker
Dominiamo la scena rap e il parquet"
Ginobili,Tony,RME Skate,,NA,"Yeah
Bankroll full of 20's, Try to take it i'll shoot like Ginobili
I never told her my"
Ginobili,France,K Suave,,NA,"nigga lame yeah he phoney
I'm bustin' shots like Ginobili
Boy I stay with that cheese no pierogis
Holding"
Ginobili,Goodness Gracious,Roosh Williams,,NA,"You can count on Roosh Willy the same as Manu Ginobili
I'm taking it to the hole, taking it"
Ginobili,ME,Roy Deezy,2019-12-17,NA,"my kids)
See, I was decent when I started, like Ginobili at first
Then slowly I worked, and then became"
Ginobili,Never Too Busy,MJ Legnd,2021-06-11,NA,"brodie
Bitches they know me
Left hand ballin call me ginobili
See that im spicy
Everybody like me
But i"
Ginobili,MY RUINED VALENTINE,Tramptn,2021-05-15,NA,"You cannot clone me
Your old ass looking
Just like Ginobili (what, what)
I’m shining right now
Can you"
Ginobili,We both exist,Leo Black,,NA,"kids how I remembered Kobe
Drop sixty like nipsey on ginobili
Black mamba wore a mask before the virus
Rest"
Ginobili,No Brakes (Intro),Sid,2021-03-05,NA,"you focused on me
Balling for my city just like ginobili in San Antonio
I never miss a step im"
Ginobili,Know Her (The Oneeeee),Juice WRLD & Ruprecht MonkeyBoy,,NA,"Kobe, yeah
Super clutch, Im in the forth, just like Ginóbili, yeah
Time is money, so i went and got"
Ginobili,1435 IN CLAREMONT,LB (EL PRESIDENTE),2020-09-25,NA,"Fuck it you know when I ball I'm like Ginobili
The drip like Poseidon niggas don't know me"
Ginobili,KNOW ME,OMF Kobe,2021-01-29,NA,"Yea, yea, no you don't know me
Ball like Ginobili
These niggas don't know
I got demons on"
Ginobili,Tony Montana,Mohst,2021-01-28,NA,"know the old me
Now I’m tryn ball like Ginobili
Off top tryna get to the top even though"
Ginobili,No Smoke,THUNDEROUS KNIGHT,,NA,"know me than you know me
Ima step like euro Ginobili
Can’t rest till momma set cozy
Ain’t"
Ginobili,Dark Dreams,Taebans,2021-01-18,NA,"Kobe
Jump out on em’ with two foe shots like Ginobili
And nigga said that he was gangsta’ why he"
Ginobili,Nose Bleed,1$t Plvc3 & Sawce,,NA,"coz I keep low key
Lately av been ballin Manu Ginóbili
Akuphwekesa me? Beat him til his nose Bleed
Ndine"
Ginobili,Pineapple Rum Cake,Jetsweep30,,NA,"i'm too lowkey
Real gs slide through it like ginobili
In toronto, missiuagi goat roti
In the gym working"
Ginobili,Zombie,Lil A1ien Boy,,NA,"Bad Bitches on Me
I'm going to ball like Ginobili
I got all of the gold on me like"
Ginobili,StarDust,$in$ity,2020-08-08,NA,"like Okogie
I see the cootie, it’s bald like Ginobili
Only said hey, now she wanna just blow me"
Ginobili,Nosebleeds,Loveloss,2020-11-16,NA,"just like you owe me
I've been balling like Ginobili
Fucking with me since I came out the nosebleeds"
Ginobili,Shotta Flow (Remix),NLE Choppa & Blueface,2019-07-01,NA,"If he wanna run up on me, shoot him like Ginobili
And I'm with the shit, lil' homie, yeah"
Ginobili,Flow al Sur: War 1,Slim Dee,2020-11-20,NA,"tus hommies
No ostento una mierda y soy grande como Ginobili
Ginobili nobili no  no nobili
Cuando cae uno caen"
Ginobili,Free kodak,Spirojay,2020-10-01,NA,"ain't know me
My shooters down they mad like Ginobili
Came with a Glovk 24 Kobe
Said she in"
Ginobili,Change Up,NOCAPYOG,2020-10-06,NA,"m Kobe bust
With the left I might shoot like Ginobili
Shot  behind the scenes sent my film off to"
Ginobili,Guap,Jay Smoove,2020-09-21,NA,"do not know me, i spray the ar like im ginobili, got ammo like im kobe, imma feast on my"
Ginobili,Shine,Lil Braydo,,NA,"I put that on my homies, I been ballin like Ginobili
Gotta put on for the family probably win a"
Ginobili,Power Check,SES4L x TALLBOIVISHU,,NA,"so od
I shoot the 3 and I feel like ginobili
I get the cash, do it all by my"
Ginobili,Legacy,Broadway Louie,2019-11-11,NA,"broadie
Blow up for the Jersey that’s Chernobyl and Ginobili
Y’all know y’all can’t hold me"
Ginobili,Off Me,Milli Da Man,,NA,"got money dat needs blowing
Spur of da moment Manu Ginobili
Shouts out to Chief Keef I feel like Kobe"
Ginobili,Quick Bar,Laurent,2019-01-22,NA,"Fr, they do percs. Killing me slowly. Mixing the purple and yellow like Kobe. Shooting threes like Ginobili
Yeh, Quick"
Ginobili,Holy Moly (Clean Lyrics),Blueface,2020-03-08,NA,"leave him like a donut (Holy moly)
Pull up ... like Ginóbili (Ginóbili)
Can't wear the Rollie without the pollie"
Ginobili,Fighting,BurloDaVirgo,,NA,"thing , keep a rocket yoa ming , I’m a spur ginobili , crazy how they think they know me but they"
Ginobili,Good Morning,Kevin Everything,2020-03-29,NA,"know me
Had to switch it up, left hand like Ginóbili
Never giving up, goddamn I miss you Kobe
If"
Ginobili,Stack it up,Emmy quanz,2020-02-15,NA,"ll be whippin  with my left
Whip up X2 like Ginobili
These pussy niggas they don't know me
These"
Ginobili,Best Friend,616Mc$,2019-04-20,NA,"out like Kobe
4th Quarter
Sweating in the cut like Ginobili
Obi, Kenobi
On the message
To Leiah, translate and"
Ginobili,Toxic,RME Skate,2020-04-11,NA,"the old me
I rep the 20 I feel like Gińobili, You said you real nigga you gotta show me"
Ginobili,GUERRE FROIDE,CYANO GENE,2020-02-10,NA,"pardonne mes iniquités / Mes choix dans ma quête de liquidité
Ginóbili / Cyano Génie/ Shoot de Curry  / Score dans le mille"
Ginobili,26,Tony Grammz,2020-01-29,NA,"OT, I dunk in the paint like I'm Manu Ginóbili
Lil' dude that you see roll with OG's"
Ginobili,Take Me Young,Old Mate Jackuar,2019-09-20,NA,do what I gotta do. I came to Ball like Ginobili I’m talking Manu. I just checked on ya
Ginobili,Shoutout,Zoan,,NA,"those who play a part
Whether they be a Duncan, Ginobili, or a Horry
God rewards those who were faithful"
Ginobili,Kobe,Lil Treyyy,2018-10-28,NA,"it's Kobe
I'm a crafty n*gga, like Ginobili
(Hook: Lil Treyyy)
I'ma shoot a n*gga"
Ginobili,How I Be (Indeed!),Deadboyv,2019-10-31,NA,"When i'm coming back
Yeah, i hit the shot Ginobili nigga
Yeah, i'm in that building
I'm"
Ginobili,Split That,Ishtrumentals,2019-11-22,NA,"ones
Foreign bitch at the spur of the moment where Ginobili from
I get a hell of a feeling from"
Ginobili,On Call,Uncle Skitz,2019-11-07,NA,"K K Kay)
Wow (x6)
Lane switch euro stepping like Ginobili nigga
She get emotional and she just be like"
Ginobili,Shoot Me FreeStyle,DreadHead,2019-10-25,NA,"m Kobe
Balling like the spurs bitch i feel like ginobili
If u wanna collaboration then u gotta know me"
Ginobili,Lit,Kazze J,,NA,"I'm tryin'to live right, but keep goong left like Ginobili
Last nigga to run up, ended catching shots"
Ginobili,40 On Me,Buddy2x,2019-08-08,NA,"40 on me
My nigga next to me shoot like Ginobili
When we pull up and shoot, you won't"
Ginobili,Race To The Top,OTE Rojo,,NA,"Of Fame bitch I’m feeling great
Long nose like Ginobili it got 20 shots
Coming up had plenty friends"
Ginobili,It’s necessary,Yung Jayy,,NA,"been working to the bag just ballin like I’m ginobili
Got a knife up in my back they stabbed"
Ginobili,House in LA,JayInTheCut,2020-04-20,NA,"I put my kids in her ovaries
Ballin like Manu Ginobili (Ginobili)
All my girls are from overseas (Overseas)
I"
Ginobili,Phil is Lonely - BLIND! (ft. Aster x Yung Dimitri x Yung Vetta) [prod. Synchro],WoT [Phil is Lonely]**!,,NA,"thinkin Lil homie
Im stepping through you
You got nothing Ginóbili
I fuck on yo bitch, then I fuck on"
Ginobili,Snow Dayz,LP Rambo,,NA,"m Kobe
Step in the field then I shoot like Ginobili
Bad bitch every flavor I swear that they on"
Ginobili,Come up,Pthuggin,2018-12-16,NA,you with this stick fat forty Skinny niggah Ballin like Ginobili you a bitch your a fucking trick I don
Ginobili,Pull Up,Metro Boomin,,NA,"t control me (they can't control me)
Ball like Ginobili (I'm ballin')
My bankroll ain't foldin' (two"
Ginobili,Dressed in white,Quatreezy,2018-10-02,NA,do know me i put my left hand up like ginobili fade away on bitches like i am kobe a
Ginobili,Ginobili,KB Elite,2018-12-07,NA,"big homie
Step chef with the left I finesse like Ginobili
Step chef with the left I finesse like Ginobili"
Ginobili,Somos lo que somos,Decano Flow,2014-01-24,NA,"Decano Flow
Soy un triple de Ginóbili faltando 3 segundos
La bronca de los pueblos mas golpeados desenfundo
Cada vez"
Ginobili,GINOBILI,PlayaboySwag Low,2018-10-17,NA,ASK WHY I DO WHAT I DO... CHORUS: TALKN BOUT GINOBILI (shakeshakeshakeitshakeshshshakeit) I'M TALKN BOUT GINOBILI (shakeshakeshakeitshakeshshshakeit)x3 (777
Ginobili,Dumb Sh*t,Tawobi,2018-01-01,NA,"know me
Money tall like Shaq but I ball like Ginobili
These niggas want beef but they not want bologna"
Ginobili,Next,Treyy G,2018-05-25,NA,"and shaq
Feel like San Antonio Back
With Tim and Ginobili snapping
I’m feeling like Ai we talking bout"
Ginobili,Do Better,Tony Millions (Rapper),2018-03-08,NA,"Been balling so damn long that they mistake me for Ginobili
My team is like a dynasty
Now my bitch"
Ginobili,Kings Dead (Remix),Lil Kilo G,2018-03-09,NA,"up like i’m kobe
Skin a nigga top
Like ginobili
Feel like ai in 03
Killin myself slowly
Nodding"
Ginobili,Carried Away ( Turkce Versiyon ),Ace Hood,,NA,"harciyorum
Orospumu Kabuklulara goturdum, bonfile severim
Paralari sarmaya koydum, sikisiyorum, Ginobili gibi hissediyorum
Daha fazla Ace sisesinden siparis et, ben"
Ginobili,Everytime,Mayze,2018-01-13,NA,"go break you
Way before ya'll switched it like Ginobili
I was riding in Toyota, in that O3
5"
Ginobili,Entrance Music,Tre Fixx,2017-10-13,NA,"white wine, I get better with time
I’m Manu Ginobili still taking Kyd’s shine, two meanings, Xerost8 is"
Ginobili,Bank Account,CORFUCKINLO,2017-10-02,NA,"I'm Kobe
Shoot with the left like I'm Ginobili
I swear that ya niggas can't hold me"
Ginobili,Invest,Trey-Jordan,2017-06-14,NA,"perogies
Everything a slam I don't lay up like Ginóbili
ABM Is some real niggas I don't think"
Ginobili,Girls On Remote,Craig Carter (ALMIGHTYC) ft Datkidchris,,NA,"hand up that's Kobe
Put my left hand up ginobili
Kinda loopy like some pasta but I'm nappy"
Ginobili,No wrong,Bedford,2017-05-01,NA,"quan
My niggas dont need to pawn
Shit
Im like ginobili on his shit
Or im like beiber on pop"
Ginobili,MJ,Prince Carleto,2016-11-09,NA,"Shooting on you niggas like Kobe
Left hand up like Ginóbili
Smoking on the gas I'm tryin' to OD"
Ginobili,Shaolin,Yung Melli,,NA,"with my righty
My lefty stay lonely
You know like Ginobili
I left him like Kobe
That's so many"
Ginobili,10 Bitches,Young Dick Mobbin,,NA,"me like I'm Kobe
10 bitches on me like Ginobili
Who the fuck said a nigga lonely
I don"
Ginobili,I’m Beamin’ freestyle,Poncho Blazin Atm,2016-11-08,NA,"game
With Kobe, Shequille O'neal, Tim Duncan, and Manu Ginobili
I remember in the 2000's
When my rap"
Ginobili,Love Me Or Leave Me freestyle,Poncho Blazin Atm,2016-07-19,NA,"I throw you out
Like Bonjonve
Like Tim Duncan
Like  Ginobili
I do a crossover
Like Ginobili
I shoot a"
Ginobili,Kopy,Swank Davis,2016-07-16,NA,"slow me
I shoot like I'm Kobe
Left trigger Ginóbili
I keep me a 40
I'm sippin' on"
Ginobili,Baby Huncho(Intro),Flexso Margiela,2016-09-06,NA,"mj now
I got shooters that shoot left just like Ginobili
24 out the clip like my name was kobe"
Ginobili,What They Say (Too Much Going On),Trey McCray,2015-08-30,NA,"back in 03'
Im the only bench player cooking like Ginobili
Sometimes I really wanna turn into the old me"
Ginobili,Freedom’s progress,Jack Wall,,NA,"Francis
Jimmer Fredette
Danilo Gallinari
Kevin Garnett
Daniel Gibson
Manu Ginóbili
Horace Grant
Blake Griffin
Penny Hardaway
Tim Hardaway
James"
Ginobili,Like That,Dog Boy Sho,,NA,"and bought a Rolly
I ball hard, ball hard like Ginóbili
Fiends keep walkin' up cause Im holding
God been"
Ginobili,The Times (PRhyme Entry),Tr3y,,NA,"me and I'll shoot you with the .20 like Ginobili
And if you want beef, then I'll burn"
Ginobili,Mine Too,King Von,2020-10-30,64930,"m 2-4 like I'm Kobe (Yeah)
Shoot like Ginobli
Better pay me, you owe me
We get caught"
Ginobili,Game Over,Lil Bibby,2014-08-08,61747,"t get it up
My shooters on the line like Ginobli and stuff
Two fours in my pop, off the"
Ginobili,100 Bars,Lil Mouse,,54066,"it's cracking do 'em with the semi
Shooting like Ginobli
Ballin' like I'm Kobe
Shoutout to my roadies"
Ginobili,Can’t Do It,Moneybagg Yo & Yo Gotti,2016-10-31,38605,"be around murderers (What they do?)
They shooting like Manu (Ginobli)
Just keep your mouth close homie, snitching?
That's"
Ginobili,Treeshin’,Rah Swish,2019-11-11,39834,"Fuck outta here)
Carry my homie, on court, I'm Ginobli
Pop up at your door like I came for"
Ginobili,IYKYK,B Lovee,2021-07-21,42021,"Bitch, it's OGz)
Hop out and I 'oot like Ginóbli (Grrah-grrah)
Rest in peace Diddy, he clutch like"
Ginobili,Daylyt vs Shotty Horroh,UDubb Network,2013-02-17,27878,"ass to kick
I’ll be euro-stepping on some Ginobli shit
Soon as they coin toss me, it was"
Ginobili,2011 BET Hip Hop Awards - Maybach Music Group Cypher,BET,2011-10-11,27175,"I'm ridin' on that thing with 20's like Ginobli
G-5 sitting on the runway
Just to go"
Ginobili,No Peace,21 Savage,2015-12-01,25170,"D
I ball like I'm Kobe
I shoot like Ginobli
These niggas the police
I don't want no"
Ginobili,Ezri Sway In The Morning Freestyle,Sway in the Morning,2015-03-12,20694,"TV screen, they said it's farfetched
Unless you like Ginobli height, then that'll be a long stretch
Like"
Ginobili,Charlie Clips vs Tay Roc (2014),URLtv,2014-06-20,22763,"Piston will make the hole, nigga
Then I tell 'em ""Ginobli""
That mean the long nose make the hole bigger"
Ginobili,Bricks in the Attic,Lil Gotit,2020-04-10,16084,"sharpen your goatee
We trap out the Spur while holding Ginobli
Our money not the same, I'm having this"
